job_title,company_name,description,payscale,location,job_type,company_type,date_posted,parent_source,active
Engineering Manager - eCommerce,[],"['You will report to Iwan, our Engineering Director who is extremely passionate about people development and will work with some fantastically smart technologists on helping to enable to future of MOO.\xa0', 'Also, as a valued member of the team we know your own progression is very important to you too! To help out as much as we can we also offer a £1000 / year training budget, pairing opportunities, Tech Team meeting on Fridays to share knowledge/talks, as well as experience working in or with product development teams and much, much more!']",Best In Industry,London,Perm - Full-time,,Yesterday,,True
Engineering Manager - Data Engineering - Maternity Cover - 6 month FTC,[],"['Also, as a valued member of the team we know your own progression is very important to you too! To help out as much as we can we also offer a £1000 / year training budget, pairing opportunities, Tech Team meeting on Fridays to share knowledge/talks, as well as experience working in or with product development teams and much, much more!']",Best In Industry,London,Fixed Time Contractor (FTC),,Yesterday,,True
Software Engineer II - Print Ops,[],['Our technology team is growing and we are looking for a Software Engineer to join the business critical PrintOps tribe who can help us with the complex challenges we face within Print Operations.'],Best In Industry,London,Perm - Full-time,,Yesterday,,True
Software Engineer,[],"[""We're working on supporting our internal and external customers the best possible way. We constantly improve our services moving functionality to microservices living in Kubernetes whenever possible.""]",Best In Industry,London,Perm - Full-time,,Yesterday,,True
Senior Software Engineer (PHP),[],[],Best In Industry,London,Perm - Full-time,,Yesterday,,True
Senior Java Engineer,[],['We are looking for a Senior Software Engineer to join our amazing Browse team. The team is responsible for the customer experience of finding and choosing products and services on MOO’s website.\xa0'],Best In Industry,London,Perm - Full-time,,Yesterday,,True
Frontend Engineer,[],[],Best In Industry,London,Perm - Full-time,,Yesterday,,True
Data Analyst,[],[],Best In Industry,London,Perm - Full-time,,Yesterday,,True
Senior Predictive Analytics Engineer,[],"['Some of the most prestigious Fortune 500 companies and top brands in retail, automotive and travel across the globe use Insider to deliver AI-backed personalized experiences. Helping world’s leading brands grow beyond the speed of customer expectations, Insider is trusted by over 400 businesses across various industries including UNIQLO, Singapore Airlines, Tokopedia, Virgin, New Balance, Nissan, Huawei, Samsung, Puma, Newsweek, Media Markt, AVIS, Allianz, BBVA, Dominos, McDonald’s, Avon and CNN. ']",Best In Industry,"Istanbul, Turkey",Full-Time,,Yesterday,,True
Senior PHP Developer for Ankara Office,[],"['Some of the most prestigious Fortune 500 companies and top brands in retail, automotive and travel across the globe use Insider to deliver AI-backed personalized experiences. Helping world’s leading brands grow beyond the speed of customer expectations, Insider is trusted by over 400 businesses across various industries including UNIQLO, Singapore Airlines, Tokopedia, Virgin, New Balance, Nissan, Huawei, Samsung, Puma, Newsweek, Media Markt, AVIS, Allianz, BBVA, Dominos, McDonald’s, Avon and CNN. ']",Best In Industry,"Ankara, Turkey",Full-Time,,Yesterday,,True
Senior PHP Developer - Relocation to Istanbul,[],"['Some of the most prestigious Fortune 500 companies and top brands in retail, automotive and travel across the globe use Insider to deliver AI-backed personalized experiences. Helping world’s leading brands grow beyond the speed of customer expectations, Insider is trusted by over 400 businesses across various industries including UNIQLO, Singapore Airlines, Tokopedia, Virgin, New Balance, Nissan, Huawei, Samsung, Puma, Newsweek, Media Markt, AVIS, Allianz, BBVA, Dominos, McDonald’s, Avon and CNN. ']",Best In Industry,"Istanbul, Turkey",Full-Time,,Yesterday,,True
Senior Full Stack Developer for Istanbul Office,[],"['Some of the most prestigious Fortune 500 companies and top brands in retail, automotive and travel across the globe use Insider to deliver AI-backed personalized experiences. Helping world’s leading brands grow beyond the speed of customer expectations, Insider is trusted by over 400 businesses across various industries including UNIQLO, Singapore Airlines, Tokopedia, Virgin, New Balance, Nissan, Huawei, Samsung, Puma, Newsweek, Media Markt, AVIS, Allianz, BBVA, Dominos, McDonald’s, Avon and CNN. ']",Best In Industry,"Istanbul, Turkey",Full-Time,,Yesterday,,True
Senior Front-end Developer for Ankara Office,[],"['Some of the most prestigious Fortune 500 companies and top brands in retail, automotive and travel across the globe use Insider to deliver AI-backed personalized experiences. Helping world’s leading brands grow beyond the speed of customer expectations, Insider is trusted by over 400 businesses across various industries including UNIQLO, Singapore Airlines, Tokopedia, Virgin, New Balance, Nissan, Huawei, Samsung, Puma, Newsweek, Media Markt, AVIS, Allianz, BBVA, Dominos, McDonald’s, Avon and CNN. ']",Best In Industry,"Ankara, Turkey",Full-Time,,Yesterday,,True
Senior Front-end Developer (Vue.js),[],"['Some of the most prestigious Fortune 500 companies and top brands in retail, automotive and travel across the globe use Insider to deliver AI-backed personalized experiences. Helping world’s leading brands grow beyond the speed of customer expectations, Insider is trusted by over 400 businesses across various industries including UNIQLO, Singapore Airlines, Tokopedia, Virgin, New Balance, Nissan, Huawei, Samsung, Puma, Newsweek, Media Markt, AVIS, Allianz, BBVA, Dominos, McDonald’s, Avon and CNN. ']",Best In Industry,"Istanbul, Turkey",Full-Time,,Yesterday,,True
Senior Front-end Developer (React.js),[],"['Some of the most prestigious Fortune 500 companies and top brands in retail, automotive and travel across the globe use Insider to deliver AI-backed personalized experiences. Helping world’s leading brands grow beyond the speed of customer expectations, Insider is trusted by over 400 businesses across various industries including UNIQLO, Singapore Airlines, Tokopedia, Virgin, New Balance, Nissan, Huawei, Samsung, Puma, Newsweek, Media Markt, AVIS, Allianz, BBVA, Dominos, McDonald’s, Avon and CNN. ']",Best In Industry,"Istanbul, Turkey",Full-Time,,Yesterday,,True
Senior Front-end Developer - Relocation to Istanbul,[],"['Some of the most prestigious Fortune 500 companies and top brands in retail, automotive and travel across the globe use Insider to deliver AI-backed personalized experiences. Helping world’s leading brands grow beyond the speed of customer expectations, Insider is trusted by over 400 businesses across various industries including UNIQLO, Singapore Airlines, Tokopedia, Virgin, New Balance, Nissan, Huawei, Samsung, Puma, Newsweek, Media Markt, AVIS, Allianz, BBVA, Dominos, McDonald’s, Avon and CNN. ']",Best In Industry,"Istanbul, Turkey",Full-Time,,Yesterday,,True
Senior Front-end Developer,[],"['Some of the most prestigious Fortune 500 companies and top brands in retail, automotive and travel across the globe use Insider to deliver AI-backed personalized experiences. Helping world’s leading brands grow beyond the speed of customer expectations, Insider is trusted by over 400 businesses across various industries including UNIQLO, Singapore Airlines, Tokopedia, Virgin, New Balance, Nissan, Huawei, Samsung, Puma, Newsweek, Media Markt, AVIS, Allianz, BBVA, Dominos, McDonald’s, Avon and CNN. ']",Best In Industry,"Istanbul, Turkey",Full-Time,,Yesterday,,True
Senior Big Data Software Engineer,[],"['Some of the most prestigious Fortune 500 companies and top brands in retail, automotive and travel across the globe use Insider to deliver AI-backed personalized experiences. Helping world’s leading brands grow beyond the speed of customer expectations, Insider is trusted by over 400 businesses across various industries including UNIQLO, Singapore Airlines, Tokopedia, Virgin, New Balance, Nissan, Huawei, Samsung, Puma, Newsweek, Media Markt, AVIS, Allianz, BBVA, Dominos, McDonald’s, Avon and CNN. ']",Best In Industry,"Istanbul, Turkey",Full-Time,,Yesterday,,True
Machine Learning and Artificial Intelligence Engineer,[],"['Some of the most prestigious Fortune 500 companies and top brands in retail, automotive and travel across the globe use Insider to deliver AI-backed personalized experiences. Helping world’s leading brands grow beyond the speed of customer expectations, Insider is trusted by over 400 businesses across various industries including UNIQLO, Singapore Airlines, Tokopedia, Virgin, New Balance, Nissan, Huawei, Samsung, Puma, Newsweek, Media Markt, AVIS, Allianz, BBVA, Dominos, McDonald’s, Avon and CNN. ']",Best In Industry,"Istanbul, Turkey",Full-Time,,Yesterday,,True
Javascript Developer,[],"['Some of the most prestigious Fortune 500 companies and top brands in retail, automotive and travel across the globe use Insider to deliver AI-backed personalized experiences. Helping world’s leading brands grow beyond the speed of customer expectations, Insider is trusted by over 400 businesses across various industries including UNIQLO, Singapore Airlines, Tokopedia, Virgin, New Balance, Nissan, Huawei, Samsung, Puma, Newsweek, Media Markt, AVIS, Allianz, BBVA, Dominos, McDonald’s, Avon and CNN. ', '-On-going educational sessions and training (including Sales, Digital Marketing, Customer Success, Entrepreneurship, Google Analytics, culture presentations, tech talk sessions with famous and groundbreaking guests from software engineering field, dev talks where our developers share growth stories in their career path, ask questions, and get mentorship)']",Best In Industry,"Istanbul, Turkey",Full-Time,,Yesterday,,True
Support Engineer,[],"['Support Engineers are the go-to people for any and all issues related to the hardware, and their work enables Palantirians to be productive both in the office and on the go. No one at Palantir dreads going to IT to ask a question because each member of the team is genuinely excited to help employees solve their computer-related problems. ']",Best In Industry,"Washington, D.C.",Full-time,,Yesterday,https://jobs.lever.co/palantir/99e9bb28-0ea3-4abb-8a16-abda04e65099/apply,True
Software Engineer - Security,[],"['The security of our products and our platform is existential to Palantir and the world-changing work we do. To address the growing needs of our organization, we are looking for Security Software Engineers to join our expanding Application Security team, a branch of our Information Security team. As a Security Software Engineer, you will work alongside architects and engineers to design secure software solutions for both on-prem and cloud infrastructure. You will be responsible for analyzing complex systems, identifying security vulnerabilities, advocating for security across engineering teams and leadership, and influencing product design and architecture. ']",Best In Industry,"Denver, CO",Full-time,,Yesterday,https://jobs.lever.co/palantir/2054b663-57cb-4105-90f6-342f85e554b0/apply,True
Software Engineer - Security,[],"['The security of our products and our platform is existential to Palantir and the world-changing work we do. To address the growing needs of our organization, we are looking for Security Software Engineers to join our expanding Application Security team, a branch of our Information Security team. As a Security Software Engineer, you will work alongside architects and engineers to design secure software solutions for both on-prem and cloud infrastructure. You will be responsible for analyzing complex systems, identifying security vulnerabilities, advocating for security across engineering teams and leadership, and influencing product design and architecture. ']",Best In Industry,"Washington, D.C.",Full-time,,Yesterday,https://jobs.lever.co/palantir/7e7eab2b-c93d-42a0-a1e3-f89f2de1ded2/apply,True
Software Engineer - Security,[],"['The security of our products and our platform is existential to Palantir and the world-changing work we do. To address the growing needs of our organization, we are looking for Security Software Engineers to join our expanding Application Security team, a branch of our Information Security team. As a Security Software Engineer, you will work alongside architects and engineers to design secure software solutions for both on-prem and cloud infrastructure. You will be responsible for analyzing complex systems, identifying security vulnerabilities, advocating for security across engineering teams and leadership, and influencing product design and architecture. ']",Best In Industry,"New York, NY",Full-time,,Yesterday,https://jobs.lever.co/palantir/d2656917-d175-4c23-bc4a-166c7848053c/apply,True
